,count,hate_speech,offensive_language,neither,class,tweet
19871,3,2,1,0,0,RT @kiddsmy_pyt: You have a new boyfriend every week.. Tf you doin hoe?
19899,3,2,1,0,0,"RT @kristajayMFC: No mom. Im not ""dramatic /immature"" i just have fucking mental problems and youre a bitch and a cunt."
19908,3,2,1,0,0,"RT @kwagiheath: It's ""Comfortable"" but niccas like me say ""Com-tha-ble""...smh"
19949,3,2,1,0,0,RT @librarianknight: More queer lady Templars. That's my point.
19952,3,3,0,0,0,"RT @lightskin_chink: This vine still funny as shit to me &#128557;&#128557;&#128514;""How many niggers are in my store""? https://t.co/t7rUJTKEi1"
19961,3,2,1,0,0,RT @lildurk_: I don't fuck with bitch niggas I only fuck niggas bitches&#128556;
19999,3,2,1,0,0,RT @lmfaohilarious: Never go full retard http://t.co/LMk3TX5ViC
20067,3,2,1,0,0,RT @markiiejay: You got niggas &amp; i got bitches
20075,3,2,0,1,0,"RT @marylene58: ""@maggietanquary: shes one of the ugliest women Ive ever seen. Cross between a reptile and a crow."" http://t.co/jsyAoguP4S"
20091,3,2,1,0,0,"RT @meaghanyockey: ""@savanaharanda: Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke"
20120,3,2,1,0,0,"RT @milesfan79: realest tweet i seen today RT @SoopSoo: &#8230;. Dyke bitches are rehab for hoes.And once im healed,back to the dick I go"
20134,3,2,1,0,0,RT @mitchmancuso: @BrantPrintup:What straight guys take a picture of themselves naked in a hot tun.What fags @jakesiwy @Ryan_Murphy3 @Randy&#8230;
20146,3,2,1,0,0,RT @monnetteee: If you like After Romeo chances are I think you're a faggot.
20167,3,2,1,0,0,RT @natal_mendoz: Whore slut cunt bitch nigga
20185,3,3,0,0,0,RT @nick_pertile: Oh my goodness do I hate Chinese people. Fucking zipperheads
20217,3,2,1,0,0,"RT @obeyyreggie: stfu hoe RT &#8220;@tedddydgaf: ""I'm proud to be African American"" 
- Proud African American

""I'm proud to be white"" 
- Racist
&#8230;"
20219,3,2,0,1,0,RT @occdissent: Ann Coulter admits on FOX News that America has a negro problem. #crime #tcot #gettingreal
20321,3,2,1,0,0,RT @rachael_goss: Who wants to chill on campus w me &amp; throw bibles at bitches taking the walk of shame&#10067;&#10068;
20338,6,3,2,1,0,RT @realist_iLLest: Mine too &#128513;&#128588;&#128076; RT &#8220;@187XO_: This ma niggah @trigga_tre123 &#128076;&#8221;
20396,3,2,1,0,0,RT @s_bitchy: Bitches be fallin so Inlove w. Niggass &amp; then he go get a new bitch &amp; they try go get a new nigga to try to forget about the &#8230;
20401,3,3,0,0,0,RT @salmeron_bryan: You're not the father ! What every Mexican/nigger loves to hear.
20403,3,2,1,0,0,RT @salomanizor: Too many faggots on here that think they can address me by my first name
20409,3,2,1,0,0,RT @saramariewelch: Been my main nigguh since digital camera selfies @thorpe_emily http://t.co/XiQiRbQ7mP
20422,3,3,0,0,0,"RT @sblmnl_crmnl: @woods_lamar shut your nigger ass, lamar"
20449,3,3,0,0,0,RT @sheemteam97: Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;
20489,3,3,0,0,0,RT @sorryimalex: I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass
20513,3,2,1,0,0,RT @stepheeezyy: Rt *nigga *bitch *him &#8220;@187XO_: ' I will never date a female with another niggah name on her lol . Wtf .&#8221;
20542,3,2,1,0,0,RT @taylor_TM: @PacmanJonez @PhilWOTG you the whitest person on my TL but you always so ghetto. Im sick of it
20573,3,2,1,0,0,RT @theChefBoyRD: @victoriaaa_lee @anniespringer_ ew she's so ugly who is that hoe
20670,3,2,0,1,0,"RT @trentlilweezy: ""you are trash""

me: http://t.co/nX2tqImO2a"
20697,3,3,0,0,0,"RT @twerkn4boba: "" fuck you say bitch? I will kill you "" http://t.co/3EiGzh6Q13"
20706,3,2,1,0,0,"RT @ugIycutie: one, two, three, four, how many niggers are in my store?"
20711,3,2,0,1,0,RT @uncledaddy69: @weakenednachos California's biggest retards. Don't forget about HOLY who just released an amazing EP.
20714,3,3,0,0,0,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;"
20719,3,2,1,0,0,RT @veeveeveeveevee: If I was Obama Id call a press conference &amp; slit joe bidens neck on live tv just 2 show these crackers I mean business&#8230;
20742,3,2,1,0,0,"RT @vodkapapixo: Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well."
20771,3,3,0,0,0,"RT @wisdom_spewed: No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty."
20808,3,2,1,0,0,RT @xDSmooth: The way this niggah just flinched at this movie was #priceless @1BookieG
20882,3,2,1,0,0,RT @zachpiecowiak: @Eddie_Sativa87 you're a fucking queer
20899,6,4,0,2,0,"RT!
COMMENCE CARPET BOMBING! All #Iraq soldiers in this video http://t.co/7oLD2eDB1R executed by Jihadis from #Tunis http://t.co/02E1cEOE3z&#8221;"
20902,3,2,1,0,0,RT'in your own shit now pussy what a joke you'd end up just like all the rest no show chicken shit mother fucker
20916,3,2,1,0,0,Raunchy ass hoe.
20985,3,2,0,1,0,Roman Catholics in the US are trash. They give Catholics in Europe a bad name.
20992,3,2,1,0,0,"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie"
21023,3,2,1,0,0,"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it."
21036,3,2,1,0,0,"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass &#128514;"
21041,3,2,1,0,0,STFU BORIS FAGJO! RT @Maxin_Betha Cause he a faggot!! Makes sense now right?? RT @ChannyMaraj Bran prolly real nurturing lol
21058,3,2,1,0,0,"Same reason u look like anthony davis with them eyebrows""@RyanH_Slick: Why the fuck do niggers act so different when girls are around?:-S"""
21081,3,2,1,0,0,Scandal: A Negro Bed Wench's Fairy-tale and propaganda: http://t.co/tp1Sa5u8uO via @YouTube: A must see for Hebrew Daughters of Zion!
21096,3,3,0,0,0,"Seattle Mayoral Election this year. A choice between a bunch of women, non-whites, and faggots/fag lovers.
http://t.co/rwhgMRLaZX"
21113,3,2,1,0,0,See&gt; Its a FINE LINE&gt; Killing #faggots doesn't change the source of their creation. Which is #Stupid PEOPLE #overbreeding&gt; #PERIOD&gt;
21119,3,2,1,0,0,Seeing ugly bitches get pregnant let's me know that nigga swill fuck anything with a pussy. Alcohol is no longer the excuse. You was pressed
21120,3,3,0,0,0,Seem like da colored folk be gettin in da way lately. I just sayin
21125,3,2,0,1,0,Senator @tedcruz is an anchor baby! Go back from where you came. #natural #born #Canadian
21182,6,4,1,1,0,She got every niggah lookin like dam
21230,3,2,1,0,0,"Sheeple just like &#128073;@sweetpotatertot:OH those ""racist"" ""sexist"" ""teabaggers""who just elected these two old white men. http://t.co/x3BwNM3jiI&#8221;"
21247,3,3,0,0,0,Shoot that nigga an his shorty bitch .
21280,3,2,1,0,0,Shut up faggot
21293,3,2,0,1,0,Sick of your coon antics RT @POONsoaker: Accuracy RT @Thotcho: &#8220;Henny &gt; water&#8221; &#128128;&#128128;&#128128;
21318,3,2,1,0,0,Sitting at the bar at work watching Walking Dead and all these fucking wetbacks decide to come in &amp; turn on their spic music. Jesus Christ
21350,3,2,1,0,0,Smh hate that hoe
21352,3,2,1,0,0,Smh queer
21353,3,2,1,0,0,Smh u niggers &amp; ur music knowledge
21374,3,2,1,0,0,So I decided to drive to the good walmart where the colored folks don't go bc it's food here.
21410,3,2,1,0,0,So many bitches in one sentence #fixitjesus
21412,3,2,0,1,0,So many hoes whipped you would have thought we were still in slavery
21424,3,2,1,0,0,So niggers really believe Phelps just smokin on a regular huh? Tell me now &amp; I'll log off for the night
21459,3,2,1,0,0,Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War
21484,3,2,1,0,0,Some lying ass hoes lol
21489,3,2,1,0,0,Some niggas save hoes
21495,3,2,1,0,0,Some of these hood negros don't deserve bail money the way they be visiting jail.
21509,3,2,1,0,0,"Somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall"
21511,3,3,0,0,0,"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship"
21524,3,2,0,1,0,Someone shut this beaner up please.
21553,3,2,1,0,0,Sonnen is a faggot
21555,3,2,1,0,0,"Soon @fuckeveryword will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots."
21563,3,2,1,0,0,Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so y'all would like me
21572,3,2,1,0,0,Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.
21583,3,2,1,0,0,"Spending money on these hoes , nigga you aint fuck SHIT &#10071;&#65039;"
21584,3,3,0,0,0,Spics are half breed trash. No filthy native should be allowed to speak to any European.
21598,3,2,1,0,0,Stay home then bitch fuck u
21620,3,2,1,0,0,"Still really confused re #humplayproblems i think lucricus
Is a fag dagger"
21625,3,2,1,0,0,Stoni is a fuckin queer...
21647,3,3,0,0,0,Stu a rape faced faggot man I'm sick of this nigga
21648,3,2,1,0,0,Stuck up serious bitches are possibly the worst type of girls. Ever.
21670,3,2,1,0,0,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' http://t.co/gJKXmzIIzS
21671,3,2,1,0,0,Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde
21673,3,3,0,0,0,"Subtweet me one more time, you dirty chink whore"
21725,3,2,1,0,0,TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age&gt; #Spartacus #Rome
21853,3,2,1,0,0,That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day &#128545;&#128545;&#128074;&#128298;&#128163;
21856,3,2,1,0,0,That fucking slutty beaner
21882,3,2,1,0,0,That pic is now circulated by Jihadis with a call to kill him. http://t.co/PUn8fNVBal #Saudi #ISIS #Syria
21890,3,3,0,0,0,That shade of faggot clashes with your eye color.
21900,3,2,0,1,0,That was my faggot rant for the night.
21942,3,2,1,0,0,The #midwest of the US is white trash.
21943,3,2,1,0,0,The #south of the US is white trash.
21945,3,2,1,0,0,"The @GOP elite call conservatives ""our niggers"" behind closed doors. #tcot #teaparty"
21970,3,2,1,0,0,The South is full of white trash. The Midwest is full of white trash. The West Coast if full of white trash.
21997,3,3,0,0,0,The blacks in #California are typical niggers.
22001,3,2,1,0,0,The chinks really hunting their food... RT @WWLTV: Dog shot with arrow in N.O. East- http://t.co/q1KqT6STwl
22019,3,2,1,0,0,The fucking Royals bitch! Work!
22040,3,2,1,0,0,The leftist/homosexual war on the #Catholic church kicked into high gear with the infiltration of the priesthood by boy-raping fags...
22051,3,2,1,0,0,"The nations know who we are, but we rather be real niggers &amp; bad bitches. http://t.co/Ge6tNhxzAF"
22062,3,2,1,0,0,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.
22070,3,2,1,0,0,The reason Shelby hates sandwiches is because he is a queer. @RonandFezSXM
22074,3,2,0,1,0,The rich kids of beverly hills is trash and not even entertaining trash. And why do they all look mid thirties?
22083,3,2,1,0,0,The thing about working with black people. These bitches never on fucking time then wanna complain about a short check. Bitch die.Today. now
22116,3,2,1,0,0,Them queer ass shorts Rabchenko got on
22250,3,2,1,0,0,These hoes be lying to all of us nigga I got news for the monogamous niggas yo bitch fucking anonymous niggas!!!
22303,3,2,1,0,0,These niggas retarded... Lmfaoo
22310,3,2,1,0,0,These people are fags.
22351,3,2,1,0,0,They should have never gave a cracker a transmitter!!!!!! @realdjTV will flip when he sees this. http://t.co/cYCdbhbXkQ
22352,3,2,1,0,0,They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass
22367,3,2,1,0,0,Think it's okay to take my property and break it? Fuck you bitch
22511,3,2,1,0,0,This girl is retarded
22556,3,2,1,0,0,This kid looks like a retard when he tries hiding his phone... so obvious
22576,3,2,1,0,0,This nigga jerry room smell like bad pussy!&#128530;
22579,3,2,1,0,0,This nigga over here telling me he dont fuck with this bitch . When he do &#128553;&#128514;&#128514;. Or maybe she lying lol
22588,3,2,1,0,0,This niggah know wassup
22592,3,2,0,1,0,This nigglet &#10084;&#65039;
22602,3,2,1,0,0,This rain got yall women talking out your ass.. A nigga should spend 80% of his income on a bitch &#128514;&#128514; bruh get these hoes the fuck outta here
22622,3,2,1,0,0,This time a night dark skin niggas really turn into lightskin niggas I swear I seen a darkie try buying Starbucks 3mins ago but they closed
22625,3,2,1,0,0,This week's RFN segment is in the can. I discuss Idaho being a faggot marriage state just like Washington.
22628,3,3,0,0,0,This white bitch had the fuckin nerve to call me a nigga&#128078; when shes the one payin for her lips to get bigga&#128514;&#128564;
22629,3,2,1,0,0,This white bitch tried to set me up for a racial war ... Lol bitch it's impossible I'm smarter then you
22639,3,2,0,1,0,Those guys are the definition of white trash
22690,3,2,1,0,0,Told my dad to go buy cookies for the graduation reception...this nigga bought Oreos.
22744,3,2,1,0,0,Truth RT @Adolfhibsta: Only a faggot would turn down hairy pussy
22768,3,2,0,1,0,"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' http://t.co/9ZWr3O33iu #wtf"
22773,3,2,1,0,0,Twitter is for fags.
22797,3,2,1,0,0,"Typically hateful, anti-Christian, mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin http://t.co/tW9Nl5Hkmt"
22804,3,2,1,0,0,U coons can't wait to wear them Oreo J's
22847,3,3,0,0,0,Ugly fucking nigger baby. Thought it was a gorilla at first.14/88 http://t.co/Bq3G01rxKN
22858,6,3,2,1,0,Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ
22888,3,2,1,0,0,Vanessa is such a fuckin faggot.
22934,3,2,1,0,0,Waiting on this wetback sycksyllables http://t.co/L8wqZduzZE
22938,3,2,1,0,0,Wake up you stoopid dyke @RandyPawlik
22957,3,2,1,0,0,Washing my coon hair
22958,3,2,1,0,0,Wassup wit all these fucc niccas
22963,3,2,1,0,0,Watch out nigger lovers. You day is coming. http://t.co/ZV1CpK1iy8
22971,3,2,1,0,0,Watching the nigger movie Menace2society. Trying to learn more about the enemy. Good reconnaissance.
23000,3,2,1,0,0,We hate you too lil nicca! Lol RT @redfernave: I Hate The Steelers Dawg
23037,3,2,1,0,0,"Well gahdamn. RT @HuhWhatsACondom: Wooooow &#8220;@moesdeph: ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;"
23063,3,3,0,0,0,What a fag
23064,3,2,1,0,0,What a fucking faggot
23070,3,2,1,0,0,What a wetback looks like when he gets caught crossing the border. @Ilovebamf http://t.co/j3Uf1TYubO
23074,3,3,0,0,0,"What be the peckin order?
1 white Christian
2 colored
3 Porto Ricans 
4 Arab 
5 Jews 

I donts know. I be axin"
23094,3,2,1,0,0,"What ppl expect, august aslina is a nig from New Orleans"
23103,3,2,1,0,0,"What these bitches want from a nigga?, like on some DMX shit"
23119,3,2,1,0,0,What's so good about Prom? All I see is another faggot ass High School dance.
23124,3,2,1,0,0,What's up faggots bet y'all thought you'd seen the last of me
23126,3,2,1,0,0,What's worse than #Ebola ? The F-ing retards trying to make it a race issue. Al Sharpton has caused more American death than ebola.
23159,3,2,1,0,0,When a pussy nigga socks you and doesn't knock you out.
23188,6,3,1,2,0,"When it rains it's good ""go to the mall weather"" all the coons be at home"
23277,3,3,0,0,0,White bus drivers are all white trash. #LosAngeles
23281,3,2,1,0,0,White trash have taken over every charity organization in the US.
23282,3,3,0,0,0,White trash okies don't count as real white people. To count as a white person you have to count a person. Okies aren't people.
23292,3,2,1,0,0,Who takes mid from the best midlaner NA??? Fuckin solo Q fags.
23310,3,3,0,0,0,Whoever had Mr. Ramlogan for UWI business law tho? Racist mudda cunt
23328,3,2,1,0,0,Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.
23348,3,3,0,0,0,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.
23357,3,2,1,0,0,"Why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on"
23402,3,2,1,0,0,Why you think all these niggas end up with all these kids? Fucking ugly bitches
23418,3,2,1,0,0,Wish I coulda said more to @EmmaleeeParkerr tonight. Good seeing you fag. &#128540;
23449,3,2,1,0,0,Women who are feminist are the ugly bitches who cant find a man for themselves
23466,3,3,0,0,0,Worlds biggest faggot lol
23521,3,2,1,0,0,Y'all hoes really get mad cause a nigga don't want cha
23599,3,2,1,0,0,"Yea alright redneck white trash""@CamoPearls: Stupid niggers hollering out their car going down the road trying to hit on me! Fuck y'all!"""
23660,3,2,1,0,0,Yo bitch ass needs to boss the fuck up.
23669,3,2,1,0,0,Yo bitch on my dick she come to my crib she get passed around no love
23692,3,2,1,0,0,"Yost on Portsmouth ""this is the biggest white trash county in the nation"" #YostKnowsMost @iDOWNTOWN"
23693,3,2,1,0,0,"You #football #nigga #KISS #ISIS #wifebeater #faggots&gt; WE SEE YOU&gt; Shout it out to the RADICAL #IslamNation, #YO&gt;"
23702,3,2,1,0,0,You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.
23707,3,3,0,0,0,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er
23710,3,2,1,0,0,You a real life faggot if you ever fight another man because he fucked your girl. You just gotta take that L like a man and move on
23730,3,3,0,0,0,You are a jiggaboo...!
23765,3,2,1,0,0,You can't owe me shit ion trust niccas
23793,3,2,0,1,0,"You fucking fag &#8220;@baethingape: this is exactly what i am talking about 

women are pigs http://t.co/oKR3seYFBJ&#8221;"
23801,3,2,1,0,0,You got me faggot
23811,3,2,1,0,0,You hate football your a faggot
23812,3,3,0,0,0,You have my word we will RT @JRwrz: @Thotcho beat those fucking faggots pls
23844,3,2,1,0,0,You know what fuck you too bitch your such a little hoe! &gt;.&lt;
23853,3,2,1,0,0,You like them bitch niggas.
23879,3,2,1,0,0,"You old bitter,salty ass niccas make my flesh crawl off my bones! Such bitches you are! #DontArgueJustAcceptIt"
23909,3,2,1,0,0,You some type of special faggot if you bring chocolate Swishers to a smoke session.
23910,3,2,0,1,0,You state it gook
23941,3,2,1,0,0,You&#8217;re a little bitch RT @FuckingCashBro: RT @Thotcho: my team got blown out in the Super Bowl
23947,3,3,0,0,0,You're a faggot if you use the cover your face emoji
23952,3,2,1,0,0,You're all faggot fuckheads.
23960,3,2,1,0,0,You're just another nigguh.
23978,3,2,1,0,0,Your acting like a spoiled little faggot have fun
23997,3,3,0,0,0,Your pathetic plan failed. Enjoy my phone you fucking monkey. Let me see your ass at Benton park. You wanna talk shit I'll carve your face.
24000,3,2,1,0,0,Your retarded.
24002,3,2,1,0,0,"Youre a fucking ugly bitch, I wanna stab you to death and then play around with your blood -Patrick Bateman"
24016,3,2,1,0,0,Zimmerman we comin for yo life bitch. http://t.co/KHdZ1vdnSK
24028,3,2,1,0,0,ah nigga dat cares about opinions and get involve in hoe shit either Gay broke or ain't getting enough pussy!!
24029,3,2,1,0,0,ahah fucking queer @KingJames kill urself
24127,9,5,4,0,0,"bitch kill yoself, go on to the bathroom and eat the pills bitch, all of em"
24146,3,2,1,0,0,bitch you're white stfu with your shitty Spanish
24158,3,2,1,0,0,bitches be like i'm mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur&#8230; http://t.co/ZdWd3l8M
24202,3,2,1,0,0,cant trust niggas when it come to bitches
24218,3,3,0,0,0,coons
24245,3,2,1,0,0,dem niggas ca have them white hoes.... I love my beautiful black sistas....
24257,3,2,1,0,0,do you think all the rice fags are at McDonald's?
24281,3,2,1,0,0,dumb ugly stupid bullshit ass bitch &#128074;&#128074;&#128074;
24303,3,2,1,0,0,"everybody's favorite phrase to try and end an argument
""You do you and I do me"" 
lmao faggots"
24309,3,3,0,0,0,faggot http://t.co/tkPokv3ncd
24311,3,3,0,0,0,faggots http://t.co/DMKbGhai1z
24313,3,2,1,0,0,fat bitches fat bitches heeeey
24314,3,3,0,0,0,fat dykes make me want to vomit
24332,3,3,0,0,0,"fuck ray rice ,someone crack that bitch"
24338,3,2,1,0,0,fucking CHRIST i hate tutors and TAs. you literally get paid to teach retards to stop picking their nose. GET THE FUCK OUTTA MY FACE
24343,3,3,0,0,0,gay ass fags http://t.co/eqn4gvW42V
24355,3,2,1,0,0,go get left in a hot car and die bitch
24380,3,2,1,0,0,guy complains to me: #gays are over-sensitive... my response: and look at you complaining like little pussy. waahh waahh #hypocrite
24394,3,2,1,0,0,harm this pussy instead RT @ABC7: missing 26-yr-old USC medical student last seen Tuesday May harm himself http://t.co/evU04p6SUR
24420,3,2,1,0,0,hoe ass nigga &#128569;
24437,3,3,0,0,0,hope gezus gets shot in his faggot head #houston #nbombs
24444,3,2,1,0,0,how the fuck do all these fucking faggot ass randos even find zoe's ask account????
24462,3,3,0,0,0,https://t.co/jtLZErgxI0 Leo get the fuck off of vine you fag
24472,3,2,1,0,0,"i find it funny when fags write ""looking for bf"" on a grindr ap. LOL thats a fucking ap dumbass."
24479,3,2,1,0,0,i hate hoes.
24585,3,3,0,0,0,in real life and online I follow that. sorry folks but just cause I look like a border hopper don't mean I am one. born and raised here
24586,3,3,0,0,0,inb4 you unfunny nigger kill yourself
24592,3,2,1,0,0,ion speak on how flaw niggas and thirsty hoes be on I.g but boyyyyyy look at here &#128586;&#128586;
24600,3,2,0,1,0,"it means that im following orders and being subordinate. sue me, ya dyke"
24695,3,2,0,1,0,looking like a hillbilly and not matching is what I do best goodnight losers http://t.co/caGHBLKAXQ
24740,3,2,0,1,0,my mom tried to get me to buy beaner boots bc they were on sale like I'm not in a mariachi band please stop.
24766,3,2,1,0,0,nigga u a cunt where yo fendi clutch
24769,3,2,1,0,0,niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up
24811,3,3,0,0,0,oh well. he's a fag anyways.
24819,3,2,1,0,0,omg RT @SaddyBey: Fat bitch. What's her @? http://t.co/ptNszx6nid
24828,3,2,1,0,0,one day im like harry styles is so hot the next day is who tf is this faggot
24838,3,2,1,0,0,only lesbians get their nips pierced ew
24867,3,2,0,1,0,pure trash http://t.co/A2RbVEBeg1
24894,3,2,0,1,0,redneck in the White House // Moccasin Creek &#128077;&#128076;
24916,3,2,1,0,0,"she pooted &#8220;@Not1FuckisGiven: Either Young Thug gay, or this bitch pooted https://t.co/g0FgRX7dju&#8221;"
24936,3,2,1,0,0,slow replies make me feel like a retard and I just want to put my foot through a wall... hjhdyhdhlgjdftilh
24942,3,2,1,0,0,smh RT @uglyhxes Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.
24962,3,2,0,1,0,someones clearly a stinky ass beaner...
24984,3,2,1,0,0,stupid loose pussyed bitch
24991,3,2,1,0,0,talking crazy over the Internet is the same thing as doing it in person. don't try to be buddy buddy with me later on faggot fuck you.
24995,3,2,1,0,0,"tell the hating niggah 
stfu"
25030,3,3,0,0,0,the receptionist im always forced to talk to is such a racist cunt. i called her for an error and she said she'll call me. 40 mins. nothing.
25065,3,2,0,1,0,they shot another monkey lmaooooooooooo
25067,3,3,0,0,0,they're working on a bill to prevent retards from voting. who knew retards COULD vote? things are starting to make sense now.
25084,3,2,1,0,0,this guy is the biggest faggot omfg
25197,3,2,1,0,0,"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin."
25264,3,2,1,0,0,you a pussy ass nigga and I know it nigga.
25289,3,3,0,0,0,you're all niggers
25290,3,2,1,0,0,you're such a retard i hope you get type 2 diabetes and die from a sugar rush you fucking faggot @Dare_ILK
1,3,0,3,0,1,!!!!! RT @mleew17: boy dats cold...tyga dwn bad for cuffin dat hoe in the 1st place!!
2,3,0,3,0,1,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fuck a bitch and she start to cry? You be confused as shit
3,3,0,2,1,1,!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny
4,6,0,6,0,1,!!!!!!!!!!!!! RT @ShenikaRoberts: The shit you hear about me might be true or it might be faker than the bitch who told it to ya &#57361;
5,3,1,2,0,1,"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes! &#128514;&#128514;&#128514;"""
6,3,0,3,0,1,"!!!!!!""@__BrighterDays: I can not just sit up and HATE on another bitch .. I got too much shit going on!"""
7,3,0,3,0,1,!!!!&#8220;@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!&#8221;
8,3,0,3,0,1,""" &amp; you might not get ya bitch back &amp; thats that """
9,3,1,2,0,1,""" @rhythmixx_ :hobbies include: fighting Mariam""

bitch"
10,3,0,3,0,1,""" Keeks is a bitch she curves everyone "" lol I walked into a conversation like this. Smh"
11,3,0,3,0,1,""" Murda Gang bitch its Gang Land """
12,3,0,2,1,1,""" So hoes that smoke are losers ? "" yea ... go on IG"
13,3,0,3,0,1,""" bad bitches is the only thing that i like """
14,3,1,2,0,1,""" bitch get up off me """
15,3,0,3,0,1,""" bitch nigga miss me with it """
16,3,0,3,0,1,""" bitch plz whatever """
17,3,1,2,0,1,""" bitch who do you love """
18,3,0,3,0,1,""" bitches get cut off everyday B """
19,3,0,3,0,1,""" black bottle &amp; a bad bitch """
20,3,0,3,0,1,""" broke bitch cant tell me nothing """
21,3,0,3,0,1,""" cancel that bitch like Nino """
22,3,0,3,0,1,""" cant you see these hoes wont change """
23,3,0,3,0,1,""" fuck no that bitch dont even suck dick "" &#128514;&#128514;&#128514; the Kermit videos bout to fuck IG up"
24,3,0,3,0,1,""" got ya bitch tip toeing on my hardwood floors "" &#128514; http://t.co/cOU2WQ5L4q"
25,3,0,2,1,1,""" her pussy lips like Heaven doors "" &#128524;"
26,3,0,3,0,1,""" hoe what its hitting for """
27,3,0,3,0,1,""" i met that pussy on Ocean Dr . i gave that pussy a pill "" &#128524;"
28,3,0,3,0,1,""" i need a trippy bitch who fuck on Hennessy """
29,3,0,3,0,1,""" i spend my money how i want bitch its my business """
30,3,0,3,0,1,""" i txt my old bitch my new bitch pussy wetter """
31,3,0,3,0,1,""" i'd say im back to the old me but my old bitches would get excited "" &#128524;"
32,3,0,3,0,1,""" if you aint bout that Murder Game pussy nigga shut up """
33,3,0,3,0,1,""" if you're toes ain't done you pussy stinks """
34,3,0,3,0,1,""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """
35,3,0,3,0,1,""" is that ya bitch """
36,3,0,3,0,1,""" it aint nothing to cut a bitch off """
37,3,0,3,0,1,""" jus meet son now he ya mane ass bitches "" #Shots"
38,3,0,2,1,1,""" lames crying over hoes thats tears of a clown """
39,3,0,3,0,1,""" like Snoop said in 94 we dont love these hoes """
41,3,0,3,0,1,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC"
42,3,0,3,0,1,""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U"
43,3,0,3,0,1,""" pimps up pimps up hoes down "" Future voice"
44,3,0,3,0,1,""" post a picture of that pussy get 200 likes """
45,3,0,3,0,1,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b"
46,3,0,3,0,1,""" quick piece of pussy call it a drive by """
47,3,0,3,0,1,""" running round here like some brand new pussy thats bout to get fucked """
48,3,0,3,0,1,""" these bitches even worst they'll send them guys for you """
49,3,1,2,0,1,""" these hoes like niggas that spend money not talk bout it """
50,3,1,2,0,1,""" we dont trust these niggas all these bitches """
51,3,0,3,0,1,""" yall niggas b cuffing hoes cause yall aint never have bitches """
52,3,0,3,0,1,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;"
